ID|Nombre de la Unidad Económica|Razón social|Código de la clase de actividad SCIAN|Descripcion estrato personal ocupado|Correo electrónico|Sitio en Internet|Fecha de incorporación al DENUE|Tipo de establecimiento|id_direccion
6188047|MINA DE YESO LOTE MARY||212392|0 a 5 personas|||jul-10|Fijo|1968
6188048|EXTRACCION DE MATERIALES SIN NOMBRE||212321|0 a 5 personas|||jul-10|Fijo|1969
6188049|MINA DE FIERRO CRISTIAN||212210|11 a 30 personas|||jul-10|Fijo|1970
6188050|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|1971
6188051|CANTERA DE MARMOL DEL OSTO||212319|0 a 5 personas|||dic-14|Fijo|1972
6188052|CANTERA DE MARMOL SIN NOMBRE||212312|6 a 10 personas|||jul-10|Fijo|1973
6188053|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1974
6188054|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1975
6188055|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1976
6188056|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1977
6188057|CANTERA DE MARMOL DE COJOACTEPEQUEC||212319|0 a 5 personas|||dic-14|Fijo|1978
6188058|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1979
6188059|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1980
6188060|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|1981
6188061|CANTERAS DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1982
6188062|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|1983
6188063|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1984
6188064|CANTERA DE MARMOL LA SUMIDA||212312|0 a 5 personas|||dic-14|Fijo|1985
6188065|CANTERA DE MARMOL DE LA SUMIDA||212312|0 a 5 personas|||jul-10|Fijo|1986
6188066|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|1987
6188067|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|1988
6188068|CANTERA DE MARMOL LA SUMIDA||212312|0 a 5 personas|||jul-10|Fijo|1989
6188069|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|1990
6188070|CANTERA DE MARMOL DE COSECAHUATLA||212312|0 a 5 personas|||jul-10|Fijo|1991
6188071|CANTERA DE MARMOL LA SUMIDA||212312|6 a 10 personas|||jul-10|Fijo|1992
6188072|CANTERA DE MARMOL LA SUMIDA||212312|0 a 5 personas|||jul-10|Fijo|1993
6188073|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||dic-14|Fijo|1994
6188074|THOME CONSTRUCCIONES, S.A. DE C.V.||212321|0 a 5 personas|||dic-14|Fijo|1995
6188075|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|1996
6188076|EJIDO DE DOLORES BUENPAIS|EJIDO DE DOLORES BUENPAIS|212319|51 a 100 personas|||jul-10|Fijo|1997
6188077|MARMOLES TEPEXANOS, S.A. DE C.V.|MARMOLES TEPEXANOS, S.A. DE C.V.|212319|6 a 10 personas|||jul-10|Fijo|1998
6188078|GRUPO MARMEX, S.A. DE C.V.|GRUPO MARMEX, S.A. DE C.V.|212312|0 a 5 personas|||dic-14|Fijo|1999
6188079|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2000
6188080|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2001
6188081|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2002
6188082|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2003
6188083|MINA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2004
6188084|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2005
6188085|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2006
6188086|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2007
6188087|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2008
6188088|CANTERA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||dic-14|Fijo|2009
6188089|CANTERA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|2010
6188090|MINERÍA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|2011
6188091|MINA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|2012
6188092|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|2013
6188093|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|2014
6188094|TRITURADORA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|2015
6188095|MINA DE ONIX SIN NOMBRE||212392|0 a 5 personas|||jul-10|Fijo|2016
6188096|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|2017
6188097|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|2018
6188098|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|2019
6188099|TRITURADOS BASALTICOS SANTA FE, S.A. DE C.V.|TRITURADOS BASALTICOS SANTA FE, S.A. DE C.V.|212321|0 a 5 personas|||dic-14|Fijo|2020
6188100|MINA DE ONIX||212312|0 a 5 personas|||dic-14|Fijo|2021
6188101|MINA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|2022
6188102|CANTERA DE MARMOL||212312|0 a 5 personas|||jul-10|Fijo|2023
6188103|AGREGADOS EL OCOTITO, S.A. DE C.V.|AGREGADOS EL OCOTITO, S.A. DE C.V.|212321|11 a 30 personas|EN_TH_OM@HOTMAIL.COM||jul-10|Fijo|2024
6188104|EXTRACCIONES DE MARMOL, S.A. DE C.V.|EXTRACCIONES DE MARMOL, S.A. DE C.V.|212312|6 a 10 personas|||dic-14|Fijo|2025
6188105|GAMA MARMOL, S.A.|GAMA MARMOL, S.A.|212312|0 a 5 personas|SC_FIO66@PRODIGY.NET.MX||dic-14|Fijo|2026
6188106|MINA MARMOLES TRAVERTINOS MEXICANOS, S.A. DE C.V.|MARMOLES TRAVERTINOS MEXICANOS, S.A. DE C.V.|212312|11 a 30 personas|||jul-10|Fijo|2027
6188107|TRITURADOS THOME VILLALBA, S.A. DE C.V.|TRITURADOS THOME VILLALBA, S.A. DE C.V.|212321|51 a 100 personas|NALEBC@HOTMAIL.COM||jul-10|Fijo|2028
6188108|CARRETERA SAN LORENZO|NUTEK, S.A. DE C.V.|212311|6 a 10 personas|||jul-10|Fijo|2029
6188109|CONSTRUCTORA EL MAYORAZGO, S.A. DE C.V.||212321|11 a 30 personas|||jul-10|Fijo|2030
6188110|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2031
6188111|PIEDRA, PARA MAMPOSTERIA||212319|0 a 5 personas|||jul-10|Fijo|2032
6188112|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2033
6188113|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2034
6188114|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2035
6188115|MARYTHE S.A. DE C.V.|MARYTHE, S.A. DE C.V.|212312|31 a 50 personas|MARYTHESA@HOTMAIL.COM||jul-10|Fijo|2036
6188116|MINA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|2037
6188117|MINA SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|2038
6188118|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|2039
6188119|MINA SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|2040
6188120|MINA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|2041
6188121|MINA SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|2042
6188122|MINA SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|2043
6188123|MINA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|2044
6188124|MINA DE SAL||212391|0 a 5 personas|||jul-10|Fijo|2045
6188125|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|2046
6188126|MINA SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|2047
6188127|CONSTRUCTORA EL MAYORAZGO, S.A. DE C.V.|CONSTRUCTORA EL MAYORAZGO, S.A. DE C.V.|212321|11 a 30 personas|||jul-10|Fijo|2048
6188128|MINA SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|2049
6188129|MINA DE SAL RAMIREZ MOZO||212391|0 a 5 personas|||jul-10|Fijo|2050
6188130|ACABADOS DE MARMOL Y CANTERA TEPEXI, S.A. DE C.V.||212312|6 a 10 personas|||jul-10|Fijo|2051
6188131|TRITURADOS LOZANO, S.A. DE C.V.||212319|0 a 5 personas|INFORME@TRITURADOSLOZANO.COM|TRITURADOSLOZANO.COM|jul-10|Fijo|2052
6188132|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2053
6188133|AGREGADOS Y CALIZAS TEZIUTECAS, S.A. DE C.V.||212319|11 a 30 personas|||jul-10|Fijo|2054
6188134|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2055
6188135|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2056
6188136|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2057
6188137|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2058
6188138|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2059
6188139|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2060
6188140|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2061
6188141|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2062
6188142|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2063
6188143|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2064
6188144|LOTE TECRUZ||212392|0 a 5 personas|||jul-10|Fijo|2065
6188145|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2066
6188146|CANTERA DE MARMOL DE COJOATEPEC||212312|0 a 5 personas|||jul-10|Fijo|2067
6188147|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2068
6188148|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|2069
6188149|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|2070
6188150|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||dic-14|Fijo|2071
6188151|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2072
6188152|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|2073
6188153|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|2074
6188154|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|2075
6188155|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|2076
6188156|LOTE DE AMPLIACIÓN TEPATOLA||212392|0 a 5 personas|||dic-14|Fijo|2077
6188157|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|2078
6188158|LOTE EL TRIUNFO||212392|0 a 5 personas|||jul-10|Fijo|2079
6188159|LOTE EL TRIUNFO||212392|0 a 5 personas|||dic-14|Fijo|2080
6188160|LOTE DE CRUZ||212392|0 a 5 personas|||dic-14|Fijo|2081
6188161|MINERÍA DE MÁRMOL||212312|0 a 5 personas|||jul-10|Fijo|2082
6188162|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|2083
6188163|LOTE CRUZ||212392|0 a 5 personas|||jul-10|Fijo|2084
6188164|LOTE TECRUZ||212392|0 a 5 personas|||jul-10|Fijo|2085
6188165|LOTE TECRUZ||212392|0 a 5 personas|||jul-10|Fijo|2086
6188166|MARMOLERÍA SANTIAGO||212312|0 a 5 personas|||jul-10|Fijo|2087
6188167|EJIDO SANTA MARIA TECHACHALCO|EJIDO SANTA MARIA TECHACHALCO|212321|51 a 100 personas|||jul-10|Fijo|2088
6188168|LOTE TECRUZ||212392|0 a 5 personas|||jul-10|Fijo|2089
6188169|LOTE TECRUZ||212392|0 a 5 personas|||jul-10|Fijo|2090
6188170|SOCIEDAD COOPERATIVA DE PRODUCTORES DE MARMOL|SOCIEDAD COOPERATIVA DE PRODUCTORES DE MARMOL|212312|0 a 5 personas|||dic-14|Fijo|2091
6188171|LOTE TECRUZ||212392|0 a 5 personas|||jul-10|Fijo|2092
6188172|LOTE TECRUZ||212392|0 a 5 personas|||jul-10|Fijo|2093
6188173|LOTE EL TRIUNFO||212392|0 a 5 personas|||dic-14|Fijo|2094
6188174|LOTE DE AMPLIACIÓN TEPATOLA||212392|0 a 5 personas|||dic-14|Fijo|2095
6188175|EXTRACCION DE ARENA SIN NOMBRE||212321|0 a 5 personas|||mar-11|Fijo|2096
6188176|EXTRACCION DE ARENA SIN NOMBRE||212321|0 a 5 personas|||mar-11|Fijo|2097
6188177|EXTRACCION DE ARENA SIN NOMBRE||212321|0 a 5 personas|||mar-11|Fijo|2098
6188178|SALINAS||212391|0 a 5 personas|||dic-14|Fijo|2099
6188179|LOTE DE AMPLIACIÓN TEPATOLA||212392|0 a 5 personas|||dic-14|Fijo|2100
6188180|BANCO DE ARENA BARRANCA AGUA BUENA||212321|0 a 5 personas|||mar-11|Fijo|2101
6188181|LOTE DE AMPLIACIÓN TEPATOLA||212392|0 a 5 personas|||dic-14|Fijo|2102
6188182|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2103
6188183|BANCO DE ARENA AGUA BUENA||212321|0 a 5 personas|||jul-10|Fijo|2104
6188184|SALINERA COATECONZINGO||212391|0 a 5 personas|||jul-10|Fijo|2105
6188185|SALINERA MITLANZINGO||212391|0 a 5 personas|||jul-10|Fijo|2106
6188186|SALINERA TEXCALA||212391|0 a 5 personas|||jul-10|Fijo|2107
6188187|SALINERA HUACHAZINGO||212391|0 a 5 personas|||dic-14|Fijo|2108
6188188|SALINERA MITLANZINGO||212391|0 a 5 personas|||jul-10|Fijo|2109
6188189|SALINAS TEXCALA||212391|0 a 5 personas|||jul-10|Fijo|2110
6188190|SALINAS||212391|0 a 5 personas|||dic-14|Fijo|2111
6188191|SALINERA TEXCALA||212391|0 a 5 personas|||jul-10|Fijo|2112
6188192|SALINERA TEXCALA||212391|0 a 5 personas|||jul-10|Fijo|2113
6188193|SALINERA MITLANZINGO||212391|0 a 5 personas|||jul-10|Fijo|2114
6188194|SALINERA MITLANZINGO||212391|0 a 5 personas|||jul-10|Fijo|2115
6188195|MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2116
6188196|MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2117
6188197|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2118
6188198|MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS||212319|0 a 5 personas|||dic-14|Fijo|2119
6188199|MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2120
6188200|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2121
6188201|CANTERA||212319|0 a 5 personas|||jul-10|Fijo|2122
6188202|CANTERA DE MARMOL DE OSTO||212312|0 a 5 personas|||mar-11|Fijo|2123
6188203|CANTERA DE MARMOL DEL OSTO||212311|0 a 5 personas|||jun-12|Fijo|2124
6188204|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||mar-11|Fijo|2125
6188205|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|2126
6188206|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|2127
6188207|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|2128
6188208|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|2129
6188209|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|2130
6188210|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|2131
6188211|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|2132
6188212|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|2133
6188213|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|2134
6188214|CANATERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|2135
6188215|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|2136
6188216|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2137
6188217|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|2138
6188218|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|2139
6188219|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2140
6188220|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2141
6188221|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2142
6188222|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2143
6188223|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2144
6188224|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2145
6188225|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2146
6188226|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2147
6188227|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2148
6188228|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2149
6188229|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2150
6188230|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2151
6188231|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2152
6188232|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2153
6188233|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2154
6188234|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2155
6188235|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2156
6188236|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2157
6188237|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2158
6188238|CONCESIÓN DEL EJIDO DE LAGUNILLAS DE||212392|0 a 5 personas|||dic-14|Fijo|2159
6188239|CONCESIÓN DEL EJIDO DE LAGUNILLAS DE RAYON||212392|0 a 5 personas|||dic-14|Fijo|2160
6188240|EXTRACCION DE PIEDRA DE YESO EL POPO||212392|0 a 5 personas|||jul-10|Fijo|2161
6188241|EXTRACCION DE PIEDRA DE YESO EL POPO||212392|0 a 5 personas|||jul-10|Fijo|2162
6188242|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2163
6188243|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2164
6188244|AGREGADOS MATAMOROS,S.A., DE C.V.||212321|6 a 10 personas|||jul-10|Fijo|2165
6188245|MINA DE ONIX||212312|0 a 5 personas|||jul-10|Fijo|2166
6188246|CANTERA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||dic-14|Fijo|2167
6188247|MINA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|2168
6188248|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2169
6188249|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2170
6188250|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2171
6188251|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2172
6188252|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2173
6188253|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2174
6188254|MINA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|2175
6188256|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2176
6188257|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2177
6188258|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2178
6188259|MINA SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|2179
6188260|MINA DE SAL||212391|0 a 5 personas|||dic-14|Fijo|2180
6188261|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2181
6188262|SALINAS DEL RÍO||212391|0 a 5 personas|||jul-10|Fijo|2182
6188263|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2183
6188264|SALINAS SAN PEDRO||212391|0 a 5 personas|||jul-10|Fijo|2184
6188265|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2185
6188266|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2186
6188267|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2187
6188268|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2188
6188269|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2189
6188270|CANTERA DE MARMOL SIN NOMBRE||212312|0 a 5 personas|||dic-14|Fijo|2190
6188271|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|2191
6188272|AGREGADOS TLACHCO|AGREGADOS TLACHCO, S.A. DE C.V.|212321|11 a 30 personas|CTLACHCO@PRODIGY.NET.MX||mar-11|Fijo|2192
6188273|MINERALES INGUARAN, S.A. DE C.V.|MINERALES INGUARAN, S.A. DE C.V.|212231|251 y más personas|MINERALES.INGUARAN@YAHOO.COM.MX||mar-11|Fijo|2193
6188274|BANCO DE CANTERA DE PAULINO RAMIREZ||212319|0 a 5 personas|||jun-12|Fijo|2194
6188275|BANCO DE CANTERA RAFAEL OLVERA||212319|0 a 5 personas|||jun-12|Fijo|2195
6188276|MINERA LA NEGRA, S.A. DE C.V.|MINERA LA NEGRA, S.A. DE C.V.|212232|251 y más personas|EMEZA@MINERA-LANEGRA.COM.MX||dic-14|Fijo|2196
6188277|MICOMEX|MINERALES COMERCIALES MEXICANOS, S.A. DE C.V.|212325|6 a 10 personas|MICOMEX@PRODIGY.NET.MX||dic-14|Fijo|2197
6188278|COMERCIALIZDORA URITOVA, S.A. DE C.V.|COMERCIALIZADORA URITOVA, S.A. DE C.V.|212312|11 a 30 personas|INFO@URITOVA.COM|WWW.URITOVA.COM|jun-12|Fijo|2198
6188279|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2199
6188280|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2200
6188281|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2201
6188282|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2202
6188283|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2203
6188284|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2204
6188285|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2205
6188286|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||mar-11|Fijo|2206
6188287|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2207
6188288|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2208
6188289|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2209
6188290|BANCO DE CANTERA RAFAEL OLVERA||212319|0 a 5 personas|||dic-14|Fijo|2210
6188291|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2211
6188292|BANCO DE CANTERA RAFAEL OLVERA||212319|0 a 5 personas|||dic-14|Fijo|2212
6188293|BANCO DE CANTERA EL MUERTO||212319|0 a 5 personas|||dic-14|Fijo|2213
6188294|BANCO DE CANTERA EL MUERTO||212319|0 a 5 personas|||dic-14|Fijo|2214
6188295|BANCO DE CANTERA EL MUERTO||212319|0 a 5 personas|||dic-14|Fijo|2215
6188296|BANCO DE CANTERA EL MUERTO||212319|0 a 5 personas|||dic-14|Fijo|2216
6188297|BANCO DE CANTERA EL MUERTO||212319|0 a 5 personas|||dic-14|Fijo|2217
6188298|BANCO DE CANTERA EL MUERTO||212319|0 a 5 personas|||dic-14|Fijo|2218
6188299|BANCO DE CANTERA EL MUERTO||212319|0 a 5 personas|||dic-14|Fijo|2219
6188300|BANCO DE CANTERA EL MUERTO||212319|0 a 5 personas|||dic-14|Fijo|2220
6188301|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2221
6188302|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2222
6188303|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2223
6188304|BANCO DE CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|2224
6188305|BANCO DE CANTERA DE CARLOS BARRON||212319|0 a 5 personas|||dic-14|Fijo|2225
